Symbol,Name,Last Price,Change,Change %
HIMS,"Hims & Hers Health, Inc.",34.45,5.970001,20.947372
VKTX,"Viking Therapeutics, Inc.",29.274,3.3339996,12.852241
FOUR,"Shift4 Payments, Inc.",90.04,10.379997,13.0303755
NTOIY,Neste OYJ,5.0,0.48000002,10.619469
HSAI,Hesai Group,16.8963,1.5362997,10.001951
FRGE,"Forge Global Holdings, Inc.",14.51,1.2399998,9.344384
NE,Noble Corporation plc A,22.9,1.8999996,9.047618
THC,Tenet Healthcare Corporation,134.095,10.184998,8.212714
HPH,Highest Performances Holdings I,8.852,0.67199993,7.973421
CCK,"Crown Holdings, Inc.",96.68,6.9000015,7.685455
VRNA,Verona Pharma plc,73.27,4.439995,6.450668
OKTA,"Okta, Inc.",111.51,6.720001,6.4128265
CR,Crane Company,157.52,8.850006,5.9527855
ZBRA,Zebra Technologies Corporation,258.12,14.62999,6.008456
SBAC,SBA Communications Corporation,235.78,12.5,5.598352
HON,Honeywell International Inc.,210.88,10.220001,5.093193
SHW,Sherwin-Williams Company (The),348.1554,15.955383,4.8029447
OSCR,"Oscar Health, Inc.",13.18,0.5600004,4.439163
AMT,American Tower Corporation (REI,220.575,9.274994,4.3894906
WFRD,Weatherford International plc,43.925,1.8050003,4.285376
CDNS,"Cadence Design Systems, Inc.",297.328,11.588013,4.0554395
AFRM,"Affirm Holdings, Inc.",51.15,1.9800034,4.0268526
NVO,Novo Nordisk A/S,64.99,2.369999,3.7847316
DB,Deutsche Bank AG,26.705,0.96500015,3.7490294
PFE,"Pfizer, Inc.",23.8831,0.8331013,3.6143224
CWK,Cushman & Wakefield plc,9.33,0.3199997,3.551606
EDU,New Oriental Education & Techno,48.35,1.3799973,2.9380395
AOS,A.O. Smith Corporation,66.85,2.0699997,3.1954303
VAL,Valaris Limited,33.61,0.9599991,2.9402728
LION,Lionsgate Studios Corp.,7.17,0.21000004,3.017242
